Epoch	penalty	Crash_ratio	alpha	entropy	critic1	critic2	cost	LossPi	alpha_loss	critic1_loss	critic2_loss	cost_loss	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	Buffer_size	TotalEnvInteracts	Time
99	10.631867	0.0	5.397027e-05	0.14019156	7.082569	7.0820937	0.11711859	-6.1816	-50.515205	0.3847956	0.37277973	0.0073763113	22.583277	3.9661322	30.447012	12.080951	1.8365164	0.7170239	4.7853556	0.90736425	22.927153	104000	396000.0	22170.77971792221
100	10.723874	0.0	4.8828184e-05	0.14143082	7.139365	7.139959	0.11365219	-6.2623954	-51.042164	0.37648278	0.36515477	0.0072336216	22.1974	5.37282	31.09783	-22.012823	1.76037	0.58526504	4.050251	0.0	29.264517	105000	400000.0	22356.147293567657
101	10.815401	0.0	4.4176097e-05	0.14015439	7.1943417	7.1942716	0.11071872	-6.329828	-51.544155	0.3703715	0.35853413	0.007086055	22.77161	3.570831	30.789545	14.031677	1.9202824	0.70071507	4.150366	0.9135835	23.302326	106000	404000.0	22523.09888458252
102	10.907197	0.011560693	3.9967254e-05	0.13960317	7.248	7.248402	0.109392695	-6.3982725	-52.053154	0.37160674	0.36055616	0.0070247017	22.580288	4.153638	30.115389	7.9434595	1.9276153	0.78915393	8.002263	0.93472934	23.179192	107000	408000.0	22691.474450826645
103	10.998686	0.00591716	3.6159723e-05	0.13771676	7.302609	7.302487	0.107498795	-6.468583	-52.548508	0.37401807	0.36162418	0.007291187	22.320066	3.9168205	29.711258	3.1094558	1.8833025	0.65593636	5.5409064	0.91613936	23.532545	108000	412000.0	22862.74314713478
104	11.090218	0.0	3.2714674e-05	0.14068961	7.3587604	7.360042	0.104017965	-6.5481954	-53.09352	0.3672488	0.3567986	0.0071017165	22.152266	3.8037019	30.626822	10.720424	1.8587824	0.6463914	4.435722	0.9005048	22.857143	109000	416000.0	23031.550316095352
105	11.180554	0.0	2.9597812e-05	0.13864109	7.42081	7.420697	0.10159787	-6.6261287	-53.58689	0.36104685	0.35095164	0.006912659	21.883032	5.447891	30.319477	-21.180355	1.915249	0.6568928	4.7589116	0.92746955	23.068966	110000	420000.0	23202.517982959747
106	11.27173	0.011627907	2.6778018e-05	0.138337	7.4719725	7.472769	0.10019241	-6.6875386	-54.0982	0.36526087	0.35444233	0.007020613	22.597248	4.046818	30.65273	3.8828804	1.9407687	0.8618439	7.0509934	0.9270267	23.13372	111000	424000.0	23370.88073325157
107	11.36234	0.0057142857	2.4226794e-05	0.14107423	7.52384	7.52405	0.09716314	-6.7564845	-54.641872	0.36105785	0.3516604	0.006938361	22.164127	4.1096334	30.304123	6.2526164	1.8735706	0.71318203	7.241756	0.9118652	23.017143	112000	428000.0	23537.795952558517
108	11.452659	0.0	2.19184e-05	0.1432566	7.5774336	7.5775676	0.095742434	-6.8156357	-55.179977	0.36236718	0.3520365	0.0069884686	22.682472	3.5275671	30.337502	7.2802873	1.8537805	0.63295615	4.4713755	0.679941	22.817142	113000	432000.0	23705.58390688896
109	11.54365	0.0	1.9830242e-05	0.1409812	7.63387	7.63345	0.09407327	-6.8903475	-55.670273	0.3622098	0.3510705	0.007168279	22.539948	3.9461954	28.588228	6.0403438	1.8706148	0.56559473	4.370534	0.93076766	23.109827	114000	436000.0	23872.106298923492
110	11.6336565	0.0	1.7941169e-05	0.13985397	7.685231	7.6838856	0.092211865	-6.96553	-56.1726	0.3562398	0.34591374	0.006842799	22.688416	3.5485954	30.357061	10.370254	1.8347409	0.59391123	5.4209256	0.9039972	23.482353	115000	440000.0	24040.024906873703
111	11.723393	0.017142856	1.623189e-05	0.14351721	7.745327	7.7448554	0.08943292	-7.0407567	-56.727707	0.36128676	0.35078973	0.0070178537	22.244875	4.902221	30.744686	-3.4832637	1.8695207	0.8290952	6.06804	0.88623565	22.868572	116000	444000.0	24208.768560647964
112	11.8128395	0.0	1.46853545e-05	0.14570901	7.7998867	7.8011007	0.08719652	-7.1012254	-57.26704	0.35420245	0.34177282	0.0066668876	22.356539	4.170852	32.2496	2.3229234	1.8094654	0.6085806	4.539359	0.9169621	22.816092	117000	448000.0	24376.104313135147
113	11.9018345	0.01734104	1.3286203e-05	0.14218254	7.8717365	7.872823	0.08490555	-7.2094355	-57.742565	0.35495582	0.3452993	0.006746443	22.36272	5.3269444	30.144302	-22.02988	1.8595765	0.66601217	6.3563848	0.9290124	23.254335	118000	452000.0	24544.98797607422
114	11.990418	0.0	1.2020549e-05	0.1419348	7.9130754	7.9141073	0.083212	-7.261202	-58.254562	0.3588292	0.34803882	0.0066697216	22.839813	3.8192763	30.949629	8.945171	1.8946762	0.7461964	6.044044	0.899501	22.994219	119000	456000.0	24712.493287324905
115	12.079283	0.0056497175	1.0875407e-05	0.14292912	7.9714313	7.9712906	0.081667766	-7.331166	-58.78074	0.35523072	0.3435148	0.0065682563	22.743431	3.8379562	32.196964	8.9095545	1.8164244	0.6223244	4.7874427	0.91210216	22.728813	120000	460000.0	24880.488024950027
116	12.166748	0.0	9.839265e-06	0.14489202	8.046257	8.047295	0.07751242	-7.4432926	-59.31833	0.35234746	0.342557	0.0065383185	22.495817	3.6621788	31.19902	11.469144	1.8085779	0.60177743	4.6932592	0.9221067	23.179192	121000	464000.0	25049.36756324768
117	12.254508	0.0	8.901829e-06	0.1443791	8.091779	8.092789	0.0779438	-7.472923	-59.82746	0.3493294	0.33895978	0.0065852413	23.0926	4.0010905	31.126198	11.760627	1.8518239	0.6060985	3.9397542	0.91584474	22.982658	122000	468000.0	25216.241023540497
118	12.342174	0.0	8.05374e-06	0.14104345	8.155461	8.155025	0.07479037	-7.5622363	-60.303345	0.34756708	0.3365773	0.006180535	23.136871	4.0139365	31.42095	8.883185	1.8792652	0.71411973	4.8789864	0.6663591	23.057142	123000	472000.0	25383.045234441757
119	12.428936	0.0	7.2865237e-06	0.14124636	8.208726	8.208407	0.073446766	-7.628007	-60.820427	0.34760496	0.3378477	0.0063462215	22.791225	3.6932034	32.10989	8.664556	1.8221806	0.5578622	4.09438	0.69308203	23.280703	124000	476000.0	25551.00681591034
120	12.516443	0.0	6.592323e-06	0.14472732	8.271446	8.271436	0.07167508	-7.708552	-61.376774	0.3480216	0.3384337	0.006238771	23.620033	3.8321412	30.42988	2.1743753	1.8457069	0.62160933	5.5950003	0.89639115	22.93678	125000	480000.0	25718.582790613174
121	12.602846	0.0	5.9642175e-06	0.1457383	8.324785	8.324146	0.0702275	-7.7774363	-61.904068	0.3510967	0.34145668	0.006432864	22.713886	4.057711	30.315605	7.88387	1.7530528	0.66727465	4.9033723	0.9012432	22.717514	126000	484000.0	25885.747443914413
122	12.68826	0.0055555557	5.3959798e-06	0.14793663	8.377123	8.378994	0.067909054	-7.8552465	-62.44576	0.3441779	0.33381054	0.006100543	22.334276	3.648176	30.112612	7.888484	1.7849138	0.67988265	6.572554	0.9110073	22.266666	127000	488000.0	26053.62922477722
123	12.774006	0.011299435	4.8819466e-06	0.14841363	8.443926	8.44492	0.0665343	-7.921681	-62.967014	0.3457118	0.335511	0.006182708	22.132626	4.7802277	31.755579	3.0868475	1.953995	0.88503695	6.279152	0.8912524	22.553673	128000	492000.0	26221.53314948082
124	12.859984	0.011976048	4.4168614e-06	0.14404725	8.489456	8.490222	0.06567735	-7.9673553	-63.42858	0.34354225	0.33354566	0.0061402014	22.815155	4.312342	29.830215	-1.9240181	1.8214915	0.6070006	5.4400425	0.9271688	22.646708	129000	496000.0	26397.203067302704
125	12.9452095	0.0	3.996169e-06	0.14192855	8.552615	8.553384	0.06438008	-8.043117	-63.917244	0.3452242	0.33580944	0.0060626133	22.580896	5.4715257	31.311182	-24.250784	1.7836279	0.62543696	4.2707334	0.0	29.368055	130000	500000.0	26602.2218811512
